order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,city,state,region,product_id,category,sub_category,product_name,total_sales,order_year,order_month,shipping_days,order_count
CA-2018-110905,2018-09-10,2018-09-15,Second Class,RW-19690,Robert Waldorf,consumer,Springfield,Missouri,Central,OFF-AP-10003281,office supplies,appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,24.18,2018,9,5,1
CA-2018-165841,2018-12-21,2018-12-28,Standard Class,DB-13210,Dean Braden,consumer,Paterson,New Jersey,East,TEC-PH-10002103,technology,phones,Jabra SPEAK 410,281.97,2018,12,7,1
CA-2018-165841,2018-12-21,2018-12-28,Standard Class,DB-13210,Dean Braden,consumer,Paterson,New Jersey,East,OFF-SU-10000898,office supplies,supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",69.5,2018,12,7,1
CA-2018-165841,2018-12-21,2018-12-28,Standard Class,DB-13210,Dean Braden,consumer,Paterson,New Jersey,East,OFF-PA-10001144,office supplies,paper,Xerox 1913,166.44,2018,12,7,1
CA-2018-117485,2018-09-23,2018-09-29,Standard Class,BD-11320,Bill Donatelli,consumer,Tulsa,Oklahoma,Central,TEC-AC-10004659,technology,accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,291.96,2018,9,6,1
CA-2018-140242,2018-05-06,2018-05-11,Standard Class,ML-17755,Max Ludwig,home office,Chicago,Illinois,Central,OFF-AR-10004752,office supplies,art,Blackstonian Pencils,6.408,2018,5,5,1
CA-2018-140242,2018-05-06,2018-05-11,Standard Class,ML-17755,Max Ludwig,home office,Chicago,Illinois,Central,TEC-AC-10004659,technology,accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744,2018,5,5,1
CA-2015-148950,2015-12-14,2015-12-19,Standard Class,JD-16015,Joy Daniels,consumer,Chicago,Illinois,Central,OFF-BI-10001249,office supplies,binders,Avery Heavy-Duty EZD View Binder with Locking Rings,5.104,2015,12,5,1
CA-2015-148950,2015-12-14,2015-12-19,Standard Class,JD-16015,Joy Daniels,consumer,Chicago,Illinois,Central,OFF-FA-10003059,office supplies,fasteners,Assorted Color Push Pins,2.896,2015,12,5,1
CA-2015-148950,2015-12-14,2015-12-19,Standard Class,JD-16015,Joy Daniels,consumer,Chicago,Illinois,Central,TEC-AC-10002718,technology,accessories,Belkin Standard 104 key USB Keyboard,35.016,2015,12,5,1
CA-2015-110408,2015-10-18,2015-10-20,Second Class,AS-10225,Alan Schoenberger,corporate,Montgomery,Alabama,South,OFF-ST-10001522,office supplies,storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",275.97,2015,10,2,1
CA-2015-110408,2015-10-18,2015-10-20,Second Class,AS-10225,Alan Schoenberger,corporate,Montgomery,Alabama,South,TEC-PH-10002352,technology,phones,Avaya IP Phone 1140E VoIP phone,1394.95,2015,10,2,1
CA-2015-110408,2015-10-18,2015-10-20,Second Class,AS-10225,Alan Schoenberger,corporate,Montgomery,Alabama,South,FUR-CH-10003774,furniture,chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",545.88,2015,10,2,1
CA-2016-109939,2016-05-08,2016-05-12,Standard Class,AA-10375,Allen Armold,consumer,Salem,Oregon,West,OFF-AR-10000127,office supplies,art,Newell 321,5.248,2016,5,4,1
CA-2017-112669,2017-04-14,2017-04-14,Same Day,KT-16465,Kean Takahito,consumer,Glendale,Arizona,West,FUR-CH-10004086,furniture,chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,933.536,2017,4,0,1
CA-2017-112669,2017-04-14,2017-04-14,Same Day,KT-16465,Kean Takahito,consumer,Glendale,Arizona,West,OFF-ST-10001228,office supplies,storage,"Fellowes Personal Hanging Folder Files, Navy",42.976,2017,4,0,1
CA-2016-119592,2016-12-14,2016-12-16,Second Class,MM-18280,Muhammed MacIntyre,corporate,Columbus,Georgia,South,OFF-BI-10004187,office supplies,binders,3-ring staple pack,3.76,2016,12,2,1
CA-2015-122749,2015-12-03,2015-12-09,Standard Class,NG-18430,Nathan Gelder,consumer,Oklahoma City,Oklahoma,Central,TEC-PH-10003811,technology,phones,Jabra Supreme Plus Driver Edition Headset,479.96,2015,12,6,1
CA-2015-164721,2015-11-25,2015-11-27,Second Class,LW-16825,Laurel Workman,corporate,Brentwood,California,West,OFF-AP-10000240,office supplies,appliances,Belkin F9G930V10-GRY 9 Outlet Surge,320.88,2015,11,2,1
CA-2015-164721,2015-11-25,2015-11-27,Second Class,LW-16825,Laurel Workman,corporate,Brentwood,California,West,FUR-FU-10001940,furniture,furnishings,Staple-based wall hangings,23.88,2015,11,2,1
CA-2015-164721,2015-11-25,2015-11-27,Second Class,LW-16825,Laurel Workman,corporate,Brentwood,California,West,OFF-PA-10000575,office supplies,paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",26.76,2015,11,2,1
CA-2017-147417,2017-07-25,2017-07-27,First Class,CB-12415,Christy Brittain,consumer,Columbus,Ohio,East,TEC-CO-10001449,technology,copiers,Hewlett Packard LaserJet 3310 Copier,1439.976,2017,7,2,1
CA-2016-127509,2016-11-09,2016-11-13,Standard Class,AS-10090,Adam Shillingsburg,consumer,Springfield,Missouri,Central,OFF-BI-10002393,office supplies,binders,Binder Posts,17.22,2016,11,4,1
CA-2016-127509,2016-11-09,2016-11-13,Standard Class,AS-10090,Adam Shillingsburg,consumer,Springfield,Missouri,Central,FUR-TA-10002855,furniture,tables,Bevis Round Conference Table Top & Single Column Base,1024.38,2016,11,4,1
CA-2016-127509,2016-11-09,2016-11-13,Standard Class,AS-10090,Adam Shillingsburg,consumer,Springfield,Missouri,Central,OFF-EN-10000781,office supplies,envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",26.22,2016,11,4,1
CA-2016-127509,2016-11-09,2016-11-13,Standard Class,AS-10090,Adam Shillingsburg,consumer,Springfield,Missouri,Central,OFF-PA-10002160,office supplies,paper,Xerox 1978,17.34,2016,11,4,1
CA-2018-111374,2018-02-24,2018-02-28,Standard Class,CB-12415,Christy Brittain,consumer,Philadelphia,Pennsylvania,East,OFF-BI-10004970,office supplies,binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",4.956,2018,2,4,1
CA-2018-133648,2018-06-25,2018-07-02,Standard Class,ML-17755,Max Ludwig,home office,Springfield,Oregon,West,OFF-LA-10003923,office supplies,labels,Alphabetical Labels for Top Tab Filing,71.04,2018,6,7,1
CA-2018-133648,2018-06-25,2018-07-02,Standard Class,ML-17755,Max Ludwig,home office,Springfield,Oregon,West,OFF-AR-10002257,office supplies,art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",5.344,2018,6,7,1
CA-2018-133648,2018-06-25,2018-07-02,Standard Class,ML-17755,Max Ludwig,home office,Springfield,Oregon,West,OFF-FA-10004395,office supplies,fasteners,Plymouth Boxed Rubber Bands by Plymouth,11.304,2018,6,7,1
US-2018-147221,2018-12-02,2018-12-04,Second Class,JS-16030,Joy Smith,consumer,Houston,Texas,Central,OFF-AP-10002534,office supplies,appliances,3.6 Cubic Foot Counter Height Office Refrigerator,294.62,2018,12,2,1
US-2018-147221,2018-12-02,2018-12-04,Second Class,JS-16030,Joy Smith,consumer,Houston,Texas,Central,FUR-FU-10004020,furniture,furnishings,Advantus Panel Wall Acrylic Frame,8.752,2018,12,2,1
CA-2015-131905,2015-02-06,2015-02-09,First Class,ND-18460,Neil Ducich,corporate,Chesapeake,Virginia,South,OFF-LA-10002787,office supplies,labels,Avery 480,15.0,2015,2,3,1
CA-2015-131905,2015-02-06,2015-02-09,First Class,ND-18460,Neil Ducich,corporate,Chesapeake,Virginia,South,TEC-PH-10003645,technology,phones,Aastra 57i VoIP phone,161.61,2015,2,3,1
CA-2015-131905,2015-02-06,2015-02-09,First Class,ND-18460,Neil Ducich,corporate,Chesapeake,Virginia,South,TEC-PH-10001615,technology,phones,AT&T CL82213,144.95,2015,2,3,1
CA-2018-166128,2018-04-11,2018-04-18,Standard Class,LW-17215,Luke Weiss,consumer,Pasadena,California,West,TEC-AC-10001767,technology,accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,199.95,2018,4,7,1
CA-2018-166128,2018-04-11,2018-04-18,Standard Class,LW-17215,Luke Weiss,consumer,Pasadena,California,West,OFF-AR-10001221,office supplies,art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",41.86,2018,4,7,1
CA-2018-163510,2018-12-25,2018-12-28,Second Class,JW-15955,Joni Wasserman,consumer,Louisville,Kentucky,South,OFF-ST-10000563,office supplies,storage,Fellowes Bankers Box Stor/Drawer Steel Plus,95.94,2018,12,3,1
CA-2018-163510,2018-12-25,2018-12-28,Second Class,JW-15955,Joni Wasserman,consumer,Louisville,Kentucky,South,FUR-CH-10001146,furniture,chairs,"Global Value Mid-Back Manager's Chair, Gray",304.45,2018,12,3,1
US-2018-143028,2018-04-11,2018-04-18,Standard Class,SC-20050,Sample Company A,home office,Lubbock,Texas,Central,OFF-BI-10004738,office supplies,binders,Flexible Leather- Look Classic Collection Ring Binder,11.364,2018,4,7,1
CA-2015-111150,2015-12-31,2016-01-04,Standard Class,RW-19630,Rob Williams,corporate,Columbia,Missouri,Central,OFF-AR-10000034,office supplies,art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",29.68,2015,12,4,1
CA-2015-111150,2015-12-31,2016-01-04,Standard Class,RW-19630,Rob Williams,corporate,Columbia,Missouri,Central,TEC-AC-10000290,technology,accessories,Sabrent 4-Port USB 2.0 Hub,47.53,2015,12,4,1
CA-2018-165386,2018-08-03,2018-08-04,First Class,CM-12190,Charlotte Melton,consumer,Chicago,Illinois,Central,FUR-BO-10003034,furniture,bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",183.372,2018,8,1,1
CA-2015-116407,2015-11-15,2015-11-21,Standard Class,JF-15190,Jamie Frazer,consumer,Johnson City,Tennessee,South,OFF-AR-10001315,office supplies,art,Newell 310,4.224,2015,11,6,1
CA-2015-116407,2015-11-15,2015-11-21,Standard Class,JF-15190,Jamie Frazer,consumer,Johnson City,Tennessee,South,OFF-AP-10002118,office supplies,appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",333.056,2015,11,6,1
CA-2015-116407,2015-11-15,2015-11-21,Standard Class,JF-15190,Jamie Frazer,consumer,Johnson City,Tennessee,South,OFF-PA-10002137,office supplies,paper,"Southworth 100% Résumé Paper, 24lb.",24.896,2015,11,6,1
CA-2016-155761,2016-12-11,2016-12-11,Same Day,SC-20800,Stuart Calhoun,consumer,Houston,Texas,Central,TEC-AC-10001606,technology,accessories,Logitech Wireless Performance Mouse MX for PC and Mac,159.984,2016,12,0,1
CA-2016-155761,2016-12-11,2016-12-11,Same Day,SC-20800,Stuart Calhoun,consumer,Houston,Texas,Central,OFF-ST-10000943,office supplies,storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,46.344,2016,12,0,1
CA-2017-145905,2017-09-18,2017-09-23,Standard Class,AM-10705,Anne McFarland,consumer,Auburn,Alabama,South,FUR-CH-10001854,furniture,chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,350.98,2017,9,5,1
CA-2017-145905,2017-09-18,2017-09-23,Standard Class,AM-10705,Anne McFarland,consumer,Auburn,Alabama,South,OFF-PA-10000533,office supplies,paper,Southworth Parchment Paper & Envelopes,13.08,2017,9,5,1
CA-2017-145905,2017-09-18,2017-09-23,Standard Class,AM-10705,Anne McFarland,consumer,Auburn,Alabama,South,OFF-ST-10003716,office supplies,storage,Tennsco Double-Tier Lockers,900.08,2017,9,5,1
CA-2016-113110,2016-03-19,2016-03-23,Standard Class,BK-11260,Berenike Kampe,consumer,San Bernardino,California,West,OFF-BI-10000088,office supplies,binders,GBC Imprintable Covers,17.568,2016,3,4,1
CA-2016-113110,2016-03-19,2016-03-23,Standard Class,BK-11260,Berenike Kampe,consumer,San Bernardino,California,West,OFF-LA-10000240,office supplies,labels,Self-Adhesive Address Labels for Typewriters by Universal,14.62,2016,3,4,1
CA-2016-113110,2016-03-19,2016-03-23,Standard Class,BK-11260,Berenike Kampe,consumer,San Bernardino,California,West,OFF-SU-10001165,office supplies,supplies,Acme Elite Stainless Steel Scissors,33.36,2016,3,4,1
CA-2016-113110,2016-03-19,2016-03-23,Standard Class,BK-11260,Berenike Kampe,consumer,San Bernardino,California,West,OFF-PA-10002749,office supplies,paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",40.14,2016,3,4,1
CA-2017-168354,2017-09-19,2017-09-21,First Class,RH-19510,Rick Huthwaite,home office,Providence,Rhode Island,East,OFF-ST-10001490,office supplies,storage,"Hot File 7-Pocket, Floor Stand",1606.23,2017,9,2,1
CA-2017-168354,2017-09-19,2017-09-21,First Class,RH-19510,Rick Huthwaite,home office,Providence,Rhode Island,East,OFF-PA-10002377,office supplies,paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",17.04,2017,9,2,1
CA-2017-168354,2017-09-19,2017-09-21,First Class,RH-19510,Rick Huthwaite,home office,Providence,Rhode Island,East,OFF-BI-10004826,office supplies,binders,JM Magazine Binder,49.53,2017,9,2,1
CA-2017-168354,2017-09-19,2017-09-21,First Class,RH-19510,Rick Huthwaite,home office,Providence,Rhode Island,East,FUR-CH-10004675,furniture,chairs,"Lifetime Advantage Folding Chairs, 4/Carton",872.32,2017,9,2,1
US-2018-111241,2018-08-20,2018-08-22,Second Class,GM-14500,Gene McClure,consumer,Fresno,California,West,OFF-BI-10002867,office supplies,binders,GBC Recycled Regency Composition Covers,239.12,2018,8,2,1
CA-2016-114237,2016-03-13,2016-03-15,First Class,MC-17275,Marc Crier,consumer,Seattle,Washington,West,FUR-BO-10004409,furniture,bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",141.96,2016,3,2,1
CA-2017-113516,2017-09-08,2017-09-10,Second Class,VM-21685,Valerie Mitchum,home office,Lancaster,California,West,OFF-BI-10002225,office supplies,binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",33.024,2017,9,2,1
CA-2017-113516,2017-09-08,2017-09-10,Second Class,VM-21685,Valerie Mitchum,home office,Lancaster,California,West,OFF-BI-10001989,office supplies,binders,Premium Transparent Presentation Covers by GBC,67.136,2017,9,2,1
CA-2016-117961,2016-11-26,2016-11-30,Standard Class,GP-14740,Guy Phonely,corporate,Leominster,Massachusetts,East,OFF-BI-10000343,office supplies,binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",14.73,2016,11,4,1
CA-2016-117961,2016-11-26,2016-11-30,Standard Class,GP-14740,Guy Phonely,corporate,Leominster,Massachusetts,East,OFF-ST-10001172,office supplies,storage,"Tennsco Lockers, Sand",104.9,2016,11,4,1
CA-2016-117961,2016-11-26,2016-11-30,Standard Class,GP-14740,Guy Phonely,corporate,Leominster,Massachusetts,East,OFF-BI-10003707,office supplies,binders,Aluminum Screw Posts,61.04,2016,11,4,1
CA-2016-117961,2016-11-26,2016-11-30,Standard Class,GP-14740,Guy Phonely,corporate,Leominster,Massachusetts,East,OFF-PA-10001274,office supplies,paper,Loose Memo Sheets,10.95,2016,11,4,1
CA-2017-128923,2017-12-09,2017-12-13,Standard Class,GB-14530,George Bell,corporate,Fort Worth,Texas,Central,OFF-PA-10002250,office supplies,paper,Things To Do Today Pad,9.392,2017,12,4,1
CA-2017-128923,2017-12-09,2017-12-13,Standard Class,GB-14530,George Bell,corporate,Fort Worth,Texas,Central,OFF-AR-10000475,office supplies,art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",9.328,2017,12,4,1
CA-2018-162481,2018-09-25,2018-09-29,Standard Class,CT-11995,Carol Triggs,consumer,Rochester,Minnesota,Central,OFF-BI-10002976,office supplies,binders,ACCOHIDE Binder by Acco,8.26,2018,9,4,1
CA-2018-162481,2018-09-25,2018-09-29,Standard Class,CT-11995,Carol Triggs,consumer,Rochester,Minnesota,Central,FUR-CH-10003061,furniture,chairs,"Global Leather Task Chair, Black",269.97,2018,9,4,1
CA-2016-119214,2016-01-23,2016-01-27,Standard Class,CW-11905,Carl Weiss,home office,Bozeman,Montana,West,OFF-PA-10002893,office supplies,paper,"Wirebound Service Call Books, 5 1/2"" x 4""",29.04,2016,1,4,1
CA-2016-119214,2016-01-23,2016-01-27,Standard Class,CW-11905,Carl Weiss,home office,Bozeman,Montana,West,OFF-LA-10003077,office supplies,labels,Avery 500,14.62,2016,1,4,1
CA-2016-122287,2016-06-18,2016-06-23,Standard Class,SN-20560,Skye Norling,home office,Peoria,Arizona,West,OFF-PA-10001661,office supplies,paper,Xerox 1922,11.952,2016,6,5,1
CA-2016-122287,2016-06-18,2016-06-23,Standard Class,SN-20560,Skye Norling,home office,Peoria,Arizona,West,OFF-BI-10004656,office supplies,binders,Peel & Stick Add-On Corner Pockets,4.536,2016,6,5,1
CA-2016-122287,2016-06-18,2016-06-23,Standard Class,SN-20560,Skye Norling,home office,Peoria,Arizona,West,OFF-BI-10003707,office supplies,binders,Aluminum Screw Posts,9.156,2016,6,5,1
CA-2016-122287,2016-06-18,2016-06-23,Standard Class,SN-20560,Skye Norling,home office,Peoria,Arizona,West,FUR-FU-10004973,furniture,furnishings,Flat Face Poster Frame,75.36,2016,6,5,1
CA-2016-104493,2016-10-02,2016-10-08,Standard Class,EB-13705,Ed Braxton,corporate,San Diego,California,West,OFF-BI-10004817,office supplies,binders,GBC Personal VeloBind Strips,57.504,2016,10,6,1
US-2018-158946,2018-11-18,2018-11-23,Standard Class,JW-15220,Jane Waco,corporate,Lakewood,Ohio,East,OFF-AR-10001860,office supplies,art,BIC Liqua Brite Liner,38.864,2018,11,5,1
CA-2015-129168,2015-08-17,2015-08-23,Standard Class,KB-16585,Ken Black,corporate,Houston,Texas,Central,OFF-PA-10001639,office supplies,paper,Xerox 203,15.552,2015,8,6,1
CA-2017-131835,2017-07-17,2017-07-21,Standard Class,MC-17590,Matt Collister,corporate,Perth Amboy,New Jersey,East,OFF-AP-10004487,office supplies,appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,162.64,2017,7,4,1
CA-2017-131835,2017-07-17,2017-07-21,Standard Class,MC-17590,Matt Collister,corporate,Perth Amboy,New Jersey,East,TEC-PH-10001760,technology,phones,Bose SoundLink Bluetooth Speaker,597.0,2017,7,4,1
CA-2017-131835,2017-07-17,2017-07-21,Standard Class,MC-17590,Matt Collister,corporate,Perth Amboy,New Jersey,East,OFF-PA-10004071,office supplies,paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48,2017,7,4,1
CA-2016-142237,2016-07-11,2016-07-13,First Class,CK-12595,Clytie Kelty,consumer,Philadelphia,Pennsylvania,East,FUR-FU-10004848,furniture,furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",289.8,2016,7,2,1
CA-2016-142237,2016-07-11,2016-07-13,First Class,CK-12595,Clytie Kelty,consumer,Philadelphia,Pennsylvania,East,OFF-BI-10004022,office supplies,binders,Acco Suede Grain Vinyl Round Ring Binder,2.502,2016,7,2,1
CA-2016-142237,2016-07-11,2016-07-13,First Class,CK-12595,Clytie Kelty,consumer,Philadelphia,Pennsylvania,East,OFF-BI-10003669,office supplies,binders,3M Organizer Strips,6.48,2016,7,2,1
CA-2016-142237,2016-07-11,2016-07-13,First Class,CK-12595,Clytie Kelty,consumer,Philadelphia,Pennsylvania,East,FUR-CH-10003833,furniture,chairs,Novimex Fabric Task Chair,341.488,2016,7,2,1
CA-2016-142237,2016-07-11,2016-07-13,First Class,CK-12595,Clytie Kelty,consumer,Philadelphia,Pennsylvania,East,OFF-AR-10003732,office supplies,art,Newell 333,11.12,2016,7,2,1
CA-2016-142237,2016-07-11,2016-07-13,First Class,CK-12595,Clytie Kelty,consumer,Philadelphia,Pennsylvania,East,FUR-FU-10003142,furniture,furnishings,"Master Big Foot Doorstop, Beige",25.344,2016,7,2,1
CA-2017-136434,2017-12-01,2017-12-07,Standard Class,RD-19480,Rick Duston,consumer,Richmond,Indiana,Central,FUR-FU-10001196,furniture,furnishings,DAX Cubicle Frames - 8x10,17.31,2017,12,6,1
CA-2018-120376,2018-12-22,2018-12-25,First Class,TP-21130,Theone Pippenger,consumer,Detroit,Michigan,Central,TEC-AC-10001114,technology,accessories,Microsoft Wireless Mobile Mouse 4000,199.95,2018,12,3,1
CA-2018-120376,2018-12-22,2018-12-25,First Class,TP-21130,Theone Pippenger,consumer,Detroit,Michigan,Central,FUR-CH-10002335,furniture,chairs,Hon GuestStacker Chair,1586.69,2018,12,3,1
CA-2018-120376,2018-12-22,2018-12-25,First Class,TP-21130,Theone Pippenger,consumer,Detroit,Michigan,Central,TEC-AC-10000844,technology,accessories,Logitech Gaming G510s - Keyboard,84.99,2018,12,3,1
CA-2018-120376,2018-12-22,2018-12-25,First Class,TP-21130,Theone Pippenger,consumer,Detroit,Michigan,Central,FUR-TA-10004534,furniture,tables,Bevis 44 x 96 Conference Tables,411.8,2018,12,3,1
CA-2015-106439,2015-10-31,2015-11-04,Standard Class,GG-14650,Greg Guthrie,corporate,Los Angeles,California,West,OFF-FA-10002975,office supplies,fasteners,Staples,11.34,2015,10,4,1
CA-2015-106439,2015-10-31,2015-11-04,Standard Class,GG-14650,Greg Guthrie,corporate,Los Angeles,California,West,OFF-ST-10003996,office supplies,storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",80.3,2015,10,4,1
CA-2015-106439,2015-10-31,2015-11-04,Standard Class,GG-14650,Greg Guthrie,corporate,Los Angeles,California,West,OFF-BI-10002571,office supplies,binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",15.968,2015,10,4,1
CA-2015-106439,2015-10-31,2015-11-04,Standard Class,GG-14650,Greg Guthrie,corporate,Los Angeles,California,West,OFF-PA-10000477,office supplies,paper,Xerox 1952,64.74,2015,10,4,1
CA-2015-106439,2015-10-31,2015-11-04,Standard Class,GG-14650,Greg Guthrie,corporate,Los Angeles,California,West,OFF-BI-10004209,office supplies,binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",19.296,2015,10,4,1
CA-2015-106439,2015-10-31,2015-11-04,Standard Class,GG-14650,Greg Guthrie,corporate,Los Angeles,California,West,OFF-ST-10001963,office supplies,storage,Tennsco Regal Shelving Units,405.64,2015,10,4,1
CA-2015-106439,2015-10-31,2015-11-04,Standard Class,GG-14650,Greg Guthrie,corporate,Los Angeles,California,West,FUR-CH-10003833,furniture,chairs,Novimex Fabric Task Chair,146.352,2015,10,4,1
CA-2015-106439,2015-10-31,2015-11-04,Standard Class,GG-14650,Greg Guthrie,corporate,Los Angeles,California,West,TEC-AC-10004568,technology,accessories,Maxell LTO Ultrium - 800 GB,251.91,2015,10,4,1
CA-2015-106439,2015-10-31,2015-11-04,Standard Class,GG-14650,Greg Guthrie,corporate,Los Angeles,California,West,OFF-AR-10001419,office supplies,art,Newell 325,12.39,2015,10,4,1
CA-2016-133452,2016-04-13,2016-04-19,Standard Class,ZC-21910,Zuschuss Carroll,consumer,Pomona,California,West,TEC-AC-10002800,technology,accessories,Plantronics Audio 478 Stereo USB Headset,199.96,2016,4,6,1
CA-2016-133452,2016-04-13,2016-04-19,Standard Class,ZC-21910,Zuschuss Carroll,consumer,Pomona,California,West,FUR-TA-10003954,furniture,tables,Hon 94000 Series Round Tables,710.832,2016,4,6,1
CA-2017-146521,2017-07-21,2017-07-23,Second Class,CC-12610,Corey Catlett,corporate,Philadelphia,Pennsylvania,East,OFF-BI-10000301,office supplies,binders,GBC Instant Report Kit,1.941,2017,7,2,1
US-2018-110996,2018-11-20,2018-11-25,Standard Class,KA-16525,Kelly Andreada,consumer,Ontario,California,West,FUR-CH-10003956,furniture,chairs,Novimex High-Tech Fabric Mesh Task Chair,283.92,2018,11,5,1
CA-2017-129693,2017-11-26,2017-12-02,Standard Class,TC-20980,Tamara Chand,corporate,Seattle,Washington,West,OFF-BI-10002954,office supplies,binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,7.312,2017,11,6,1
CA-2018-122504,2018-11-07,2018-11-12,Second Class,DB-13270,Deborah Brumfield,home office,Brentwood,California,West,TEC-AC-10003289,technology,accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,59.97,2018,11,5,1
CA-2018-122504,2018-11-07,2018-11-12,Second Class,DB-13270,Deborah Brumfield,home office,Brentwood,California,West,TEC-PH-10002468,technology,phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",761.544,2018,11,5,1
CA-2015-131051,2015-12-01,2015-12-05,Standard Class,TR-21325,Toby Ritter,consumer,San Francisco,California,West,FUR-FU-10001861,furniture,furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",58.2,2015,12,4,1
CA-2018-140676,2018-09-12,2018-09-15,First Class,BF-11080,Bart Folk,consumer,Baltimore,Maryland,East,OFF-PA-10004082,office supplies,paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",39.9,2018,9,3,1
CA-2018-140676,2018-09-12,2018-09-15,First Class,BF-11080,Bart Folk,consumer,Baltimore,Maryland,East,OFF-AP-10000358,office supplies,appliances,Fellowes Basic Home/Office Series Surge Protectors,90.86,2018,9,3,1
CA-2018-140676,2018-09-12,2018-09-15,First Class,BF-11080,Bart Folk,consumer,Baltimore,Maryland,East,OFF-PA-10004243,office supplies,paper,Xerox 1939,94.85,2018,9,3,1
CA-2016-120103,2016-12-24,2016-12-29,Standard Class,MS-17365,Maribeth Schnelling,consumer,Phoenix,Arizona,West,OFF-PA-10001295,office supplies,paper,Computer Printout Paper with Letter-Trim Perforations,106.232,2016,12,5,1
CA-2016-120103,2016-12-24,2016-12-29,Standard Class,MS-17365,Maribeth Schnelling,consumer,Phoenix,Arizona,West,TEC-PH-10002170,technology,phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,111.984,2016,12,5,1
CA-2016-120103,2016-12-24,2016-12-29,Standard Class,MS-17365,Maribeth Schnelling,consumer,Phoenix,Arizona,West,FUR-FU-10002885,furniture,furnishings,Magna Visual Magnetic Picture Hangers,7.712,2016,12,5,1
CA-2018-104647,2018-02-23,2018-03-01,Standard Class,CK-12595,Clytie Kelty,consumer,Los Angeles,California,West,OFF-PA-10002870,office supplies,paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",37.44,2018,2,6,1
CA-2015-110352,2015-11-23,2015-11-29,Standard Class,ED-13885,Emily Ducich,home office,Houston,Texas,Central,OFF-LA-10003923,office supplies,labels,Alphabetical Labels for Top Tab Filing,23.68,2015,11,6,1
CA-2017-140501,2017-06-23,2017-06-28,Standard Class,IM-15070,Irene Maddox,consumer,New York City,New York,East,OFF-LA-10003510,office supplies,labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",122.12,2017,6,5,1
CA-2017-140501,2017-06-23,2017-06-28,Standard Class,IM-15070,Irene Maddox,consumer,New York City,New York,East,OFF-LA-10000248,office supplies,labels,Avery 52,18.45,2017,6,5,1
CA-2017-140501,2017-06-23,2017-06-28,Standard Class,IM-15070,Irene Maddox,consumer,New York City,New York,East,OFF-ST-10000060,office supplies,storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,324.9,2017,6,5,1
CA-2017-140501,2017-06-23,2017-06-28,Standard Class,IM-15070,Irene Maddox,consumer,New York City,New York,East,OFF-PA-10003129,office supplies,paper,Tops White Computer Printout Paper,146.73,2017,6,5,1
